Ensembl.Gene.ID	Requested ID	Matched ID(s)	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000113600	ENSG00000171202	ENSG00000171202	ENST00000263408	ENSP00000263408	735	C9	complement component 9 [Source:HGNC Symbol;Acc:HGNC:1358]	3	3.33764	3.57485	-3879.776121	-3865.667661	28.21692	0.000000746	-6.1272611725	0.008277616	5.09391753846154E-06	3.49081	3.66505	-3929.360984	-3913.837685	31.046598	0.000000181	-6.7423214251	0.002008376	1.34971505376344E-06	3.33612	3.49413	-3879.756713	-3865.672202	28.169022	0.000000764	-6.1169066414	0.008477344	5.33837783375315E-06	3.49078	3.65909	-3928.858308	-3913.836912	30.042792	0.000000299	-6.5243288117	0.003317704	2.24017825793383E-06
ENSG00000113905	ENSG00000174456	ENSG00000174456	ENST00000232003	ENSP00000232003	3273	HRG	histidine-rich glycoprotein [Source:HGNC Symbol;Acc:HGNC:5181]	1	5.52377	5.17754	-3769.505214	-3756.090784	26.82886	0.000001493	-5.8259401923	0.016566328	9.75063449087699E-06	5.47163	4.91909	-3848.387015	-3840.665935	15.44216	0.000443381	-3.3532229214	1	0.0019608432	5.52149	5.26733	-3766.991355	-3756.070745	21.84122	0.000018082	-4.7427535351	0.200637872	0.0001025232	5.54682	5.24518	-3848.170211	-3840.621362	15.097698	0.000526716	-3.2784234889	1	0.0023806276
ENSG00000114023	ENSG00000089127	ENSG00000089127	ENST00000477892	ENSP00000419088	26355	FAM162A	family with sequence similarity 162, member A [Source:HGNC Symbol;Acc:HGNC:17865]	1	2.02946	7.24406	-870.77222	-861.934179	17.676082	0.000145107	-3.8383116366	1	0.00068808	2.03641	7.43907	-889.511032	-882.877743	13.266578	0.001315828	-2.8808008763	1	0.0053325155	2.0294	7.24002	-868.19136	-861.934089	12.514542	0.001916469	-2.7174982013	1	0.0074850898	2.03634	7.4351	-889.415709	-882.877479	13.07646	0.001447048	-2.8395170627	1	0.005986743
ENSG00000114113	ENSG00000169903	ENSG00000169903	ENST00000232217	ENSP00000232217	5948	RBP2	retinol binding protein 2, cellular [Source:HGNC Symbol;Acc:HGNC:9920]	1	13.23794	19.19307	-685.74258	-679.724272	12.036616	0.002433784	-2.6137179683	1	0.0091078033	12.44161	23.74898	-732.086074	-725.570445	13.031258	0.001480125	-2.8297016059	1	0.0059205	13.26815	18.9211	-685.516055	-679.725161	11.581788	0.00305525	-2.5149532472	1	0.011433745	12.39221	24.06556	-731.995028	-725.570157	12.849742	0.001620742	-2.7902861134	1	0.0066526388
ENSG00000114455	ENSG00000134531	ENSG00000134531	ENST00000357759	ENSP00000350402	11148	HHLA2	HERV-H LTR-associating 2 [Source:HGNC Symbol;Acc:HGNC:4905]	2	4.10985	15.25983	-2556.810449	-2544.762131	24.096636	0.000005854	-5.2325472819	0.064955984	3.49978362068966E-05	4.12534	17.33326	-2592.305893	-2579.437009	25.737768	0.000002577	-5.5888855814	0.028594392	1.64619412780656E-05	4.11417	15.37714	-2556.804198	-2544.77113	24.066136	0.000005944	-5.2259211992	0.065954624	3.64793274336283E-05	4.1273	17.39274	-2592.224933	-2579.437412	25.575042	0.000002795	-5.5536181878	0.03101332	1.83359432624113E-05
ENSG00000114487	ENSG00000183019	ENSG00000183019	ENST00000232603	ENSP00000232603	27136	MORC1	MORC family CW-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:7198]	1	3.33184	6.47389	-6365.404889	-6353.982954	22.84387	0.000010953	-4.9604669123	0.121534488	6.30038818040435E-05	3.56994	6.97383	-6412.792738	-6403.572648	18.44018	0.00009903	-4.004233221	1	0.0004916496	3.33068	6.40616	-6364.9969	-6353.955442	22.082916	0.000016023	-4.7952561673	0.177791208	9.16922166064982E-05	3.5684	6.96274	-6412.674404	-6403.564225	18.220358	0.000110535	-3.9565001844	1	0.0005605559
ENSG00000115425	ENSG00000177054	ENSG00000177054	ENST00000265322	ENSP00000265322	55825	PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]	4	3.40773	4.17271	-2147.733337	-2126.156312	43.15405	0	-Inf	0	0	3.46631	4.11851	-2202.38152	-2181.120597	42.521846	0.000000001	-9	0.000011096	9.78483245149912E-09	3.40773	4.17271	-2147.020412	-2126.156309	41.728206	0.000000001	-9	0.000011096	1.02740740740741E-08	3.4663	4.11851	-2201.892855	-2181.120595	41.54452	0.000000001	-9	0.000011096	1.04090056285178E-08
ENSG00000116478	ENSG00000138095	ENSG00000138095	ENST00000373548	ENSP00000362649	3065	HDAC1	histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]	2	4.24634	3.67585	-3178.4672	-3170.734416	15.465568	0.000438222	-3.3583058234	1	0.001902391	4.68056	2.63123	-3228.306378	-3221.094525	14.423706	0.000737789	-3.1320678241	1	0.0031329915	4.26214	4.03435	-3177.914626	-3170.531485	14.766282	0.000621645	-3.2064575551	1	0.0026965492	4.674	3.45276	-3227.706979	-3220.964695	13.484568	0.001179949	-2.9281367635	1	0.0049593614
ENSG00000116815	ENSG00000184232	ENSG00000184232	ENST00000369489	ENSP00000358501	965	CD58	CD58 molecule [Source:HGNC Symbol;Acc:HGNC:1688]	6	3.52167	4.35659	-2137.564903	-2117.543254	40.043298	0.000000002	-8.6989700043	0.000022192	1.88868085106383E-08	3.5297	4.23636	-2162.770378	-2137.976083	49.58859	0	-Inf	0	0	3.52121	4.47177	-2137.200456	-2117.46973	39.461452	0.000000003	-8.5228787453	0.000033288	2.92513181019332E-08	3.53436	4.51674	-2161.550228	-2137.924032	47.252392	0	-Inf	0	0
ENSG00000117091	ENSG00000127324	ENSG00000127324	ENST00000613788	ENSP00000484431	962	CD48	CD48 molecule [Source:HGNC Symbol;Acc:HGNC:1683]	1	2.96071	2.18073	-1957.530089	-1950.644187	13.771804	0.001022094	-2.9905091611	1	0.0041210592	3.05981	1.99907	-1983.963323	-1978.292353	11.34194	0.003444522	-2.4628710371	1	0.0127784741	2.96071	2.18072	-1957.509956	-1950.644187	13.731538	0.00104288	-2.9817656612	1	0.0043033828	3.05981	1.99906	-1983.804093	-1978.292353	11.02348	0.004039073	-2.3937182976	1	0.015244066
ENSG00000117322	ENSG00000162572	ENSG00000162572	ENST00000367057	ENSP00000356024	1380	CR2	complement component (3d/Epstein Barr virus) receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336]	2	4.44567	5.50543	-7175.040631	-7151.772835	46.535592	0	-Inf	0	0	4.46237	5.59805	-7262.683179	-7241.641051	42.084256	0.000000001	-9	0.000011096	9.78483245149912E-09	4.44548	5.54628	-7173.681687	-7151.783046	43.797282	0	-Inf	0	0	4.46241	5.71725	-7262.351015	-7241.62743	41.44717	0.000000001	-9	0.000011096	1.04090056285178E-08
ENSG00000117335	ENSG00000213853	ENSG00000213853	ENST00000322875	ENSP00000313875	4179	CD46	CD46 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:HGNC:6953]	1	2.06245	3.57883	-2744.822365	-2738.281322	13.082086	0.001442983	-2.8407387854	1	0.0056397814	2.10753	3.0205	-2775.321492	-2769.801423	11.040138	0.004005572	-2.3973354574	1	0.0146879798	2.06243	3.57071	-2744.502051	-2738.279782	12.444538	0.001984737	-2.702297034	1	0.0077218239	2.10749	3.01469	-2774.984045	-2769.799293	10.369504	0.005601326	-2.2517091504	1	0.0205065721
ENSG00000118094	ENSG00000109072	ENSG00000109072	ENST00000264029	ENSP00000264029	11181	TREH	trehalase (brush-border membrane glycoprotein) [Source:HGNC Symbol;Acc:HGNC:12266]	1	6.8338	8.28361	-3437.784722	-3430.860114	13.849216	0.000983288	-3.0073192609	1	0.0039805048	6.92029	10.62266	-3533.013558	-3526.143777	13.739562	0.001038705	-2.9835077778	1	0.0042845616	6.84764	8.43393	-3437.345256	-3430.971805	12.746902	0.001706261	-2.7679545358	1	0.0067137135	6.93959	11.03944	-3532.648914	-3526.314278	12.669272	0.001773791	-2.751097553	1	0.0072307072
ENSG00000119608	ENSG00000102445	ENSG00000102445	ENST00000556489	ENSP00000451223	283571	PROX2	prospero homeobox 2 [Source:HGNC Symbol;Acc:HGNC:26715]	1	5.00119	13.56979	-3840.309391	-3825.97605	28.666682	0.000000596	-6.2247537403	0.006613216	4.12038380062305E-06	5.24632	18.8174	-3898.825272	-3890.679499	16.291546	0.000289958	-3.5376649045	1	0.0013262053	5.02332	27.76657	-3836.732735	-3824.545556	24.374358	0.000005095	-5.2928558117	0.05653412	3.14777951002227E-05	5.26099	20.21889	-3898.731993	-3890.605919	16.252148	0.000295727	-3.5291090224	1	0.0013975242
ENSG00000120498	ENSG00000143382	ENSG00000143382	ENST00000395889	ENSP00000379226	56159	TEX11	testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]	1	3.18592	2.53508	-5467.889559	-5455.22351	25.332098	0.000003156	-5.5008630055	0.035018976	1.96294708520179E-05	3.09818	2.6559	-5553.641636	-5542.917448	21.448376	0.000022006	-4.6574588914	0.244178576	0.0001217241	3.18619	2.56996	-5467.759949	-5455.222655	25.074588	0.00000359	-5.4449055514	0.03983464	2.28017401259302E-05	3.0984	2.71034	-5553.44711	-5542.916364	21.061492	0.000026703	-4.5734399442	0.296296488	0.0001500235
ENSG00000121270	ENSG00000105612	ENSG00000105612	ENST00000394747	ENSP00000378230	85320	ABCC11	ATP-binding cassette, sub-family C (CFTR/MRP), member 11 [Source:HGNC Symbol;Acc:HGNC:14639]	1	4.4915	5.33599	-9396.17576	-9388.541894	15.267732	0.000483787	-3.3153458059	1	0.0020855091	4.40343	4.35959	-9489.982694	-9484.033193	11.899002	0.002607141	-2.5838354806	1	0.0099207258	4.49284	5.57033	-9396.086939	-9388.537584	15.09871	0.00052645	-3.27864287	1	0.002309802	4.40325	4.39164	-9489.936351	-9484.013685	11.845332	0.002678051	-2.5721811567	1	0.0105188155
ENSG00000121318	ENSG00000196684	ENSG00000196684	ENST00000240619	ENSP00000240619	50839	TAS2R10	taste receptor, type 2, member 10 [Source:HGNC Symbol;Acc:HGNC:14918]	1	4.21477	6.91764	-2259.668922	-2247.2003	24.937244	0.000003845	-5.4151036559	0.04266412	2.3532333149476E-05	3.83973	6.40641	-2285.511253	-2274.045261	22.931984	0.000010481	-4.979597279	0.116297176	6.08885738219895E-05	4.21471	6.9116	-2259.485934	-2247.19937	24.573128	0.000004613	-5.3360165454	0.051185848	2.87077106001122E-05	3.83965	6.40014	-2285.300638	-2274.044942	22.511392	0.000012933	-4.8883007224	0.143504568	7.64542184336708E-05
ENSG00000121797	ENSG00000026751	ENSG00000026751	ENST00000357392	ENSP00000349967	9034	CCRL2	chemokine (C-C motif) receptor-like 2 [Source:HGNC Symbol;Acc:HGNC:1612]	1	5.00207	5.03616	-2474.379356	-2468.486906	11.7849	0.002760206	-2.5590585044	1	0.0102158925	4.92046	5.06473	-2513.155685	-2508.203692	9.903986	0.007069306	-2.1506232192	1	0.0245281486	5.0069	5.34623	-2474.078408	-2468.460084	11.236648	0.003630721	-2.4400071228	1	0.0133575863	4.92192	5.22868	-2513.069914	-2508.198728	9.742372	0.00766427	-2.1155292042	1	0.0272660275
ENSG00000122033	ENSG00000117091	ENSG00000117091	ENST00000381116	ENSP00000370508	219402	MTIF3	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]	1	4.94968	5.93575	-1993.798545	-1987.664695	12.2677	0.002168217	-2.6638972548	1	0.0081859598	5.08265	5.37314	-2033.865761	-2028.009571	11.71238	0.002862128	-2.5433109476	1	0.0108205016	4.9496	5.92764	-1993.670787	-1987.664459	12.012656	0.002463116	-2.6085151347	1	0.0094081704	5.08261	5.3666	-2033.728763	-2028.009008	11.43951	0.003280515	-2.4840579721	1	0.0126390953
ENSG00000122194	ENSG00000103168	ENSG00000103168	ENST00000308192	ENSP00000308938	5340	PLG	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]	6	3.65181	5.28126	-5484.246922	-5460.630691	47.232462	0	-Inf	0	0	3.75835	5.54061	-5542.2405	-5518.355629	47.769742	0	-Inf	0	0	3.65149	5.27013	-5483.340395	-5460.621102	45.438586	0	-Inf	0	0	3.75808	5.52735	-5541.300024	-5518.348313	45.903422	0	-Inf	0	0
ENSG00000122223	ENSG00000130545	ENSG00000130545	ENST00000368033	ENSP00000357012	51744	CD244	CD244 molecule, natural killer cell receptor 2B4 [Source:HGNC Symbol;Acc:HGNC:18171]	7	3.92927	8.64246	-3114.752126	-3076.917598	75.669056	0	-Inf	0	0	3.73548	6.4525	-3149.011179	-3117.445599	63.13116	0	-Inf	0	0	3.9233	8.55242	-3114.377499	-3076.915268	74.924462	0	-Inf	0	0	3.73869	6.68211	-3148.818636	-3117.387084	62.863104	0	-Inf	0	0
ENSG00000123838	ENSG00000196476	ENSG00000196476	ENST00000367070	ENSP00000356037	722	C4BPA	complement component 4 binding protein, alpha [Source:HGNC Symbol;Acc:HGNC:1325]	4	3.60932	3.59094	-4526.783252	-4505.024467	43.51757	0	-Inf	0	0	3.52029	3.64447	-4580.578666	-4558.147117	44.863098	0	-Inf	0	0	3.60951	3.57595	-4526.459963	-4505.017719	42.884488	0	-Inf	0	0	3.52049	3.62466	-4580.341459	-4558.144632	44.393654	0	-Inf	0	0
ENSG00000124731	ENSG00000129214	ENSG00000129214	ENST00000244709	ENSP00000244709	54210	TREM1	triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:17760]	5	3.20096	6.05842	-1932.422402	-1912.048331	40.748142	0.000000001	-9	0.000011096	9.68237347294939E-09	3.11773	5.87942	-1975.40126	-1953.751025	43.30047	0	-Inf	0	0	3.20369	6.18063	-1932.249632	-1912.039973	40.419318	0.000000002	-8.6989700043	0.000022192	0.00000002	3.1161	5.76867	-1975.040851	-1953.747928	42.585846	0.000000001	-9	0.000011096	1.04090056285178E-08
ENSG00000124935	ENSG00000231389	ENSG00000231389	ENST00000244926	ENSP00000244926	10647	SCGB1D2	secretoglobin, family 1D, member 2 [Source:HGNC Symbol;Acc:HGNC:18396]	15	2.89365	19.63481	-1094.603309	-1031.499341	126.207936	0	-Inf	0	0	2.84927	18.0772	-1115.882995	-1058.503745	114.7585	0	-Inf	0	0	2.99654	17.75207	-1094.554883	-1033.412991	122.283784	0	-Inf	0	0	2.8524	15.50782	-1115.744851	-1060.330199	110.829304	0	-Inf	0	0
ENSG00000125864	ENSG00000175664	ENSG00000175664	ENST00000377873	ENSP00000367104	631	BFSP1	beaded filament structural protein 1, filensin [Source:HGNC Symbol;Acc:HGNC:1040]	1	3.38027	4.34092	-4071.297059	-4064.731251	13.131616	0.001407686	-2.8514942086	1	0.005519915	3.62387	4.18797	-4160.96529	-4155.097751	11.735078	0.002829829	-2.5482398071	1	0.0107239695	3.38042	4.32657	-4071.266026	-4064.729841	13.07237	0.00145001	-2.8386290026	1	0.0058042247	3.62314	4.43605	-4160.964202	-4155.092753	11.742898	0.002818786	-2.5499378942	1	0.0110092395
ENSG00000125877	ENSG00000177689	ENSG00000177689	ENST00000380113	ENSP00000369456	3704	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:HGNC Symbol;Acc:HGNC:6176]	2	5.24468	5.79503	-1241.431275	-1233.79171	15.27913	0.000481038	-3.3178206148	1	0.0020744647	4.90446	5.73358	-1272.447721	-1265.188778	14.517886	0.000703852	-3.152518651	1	0.0030026689	5.24647	5.7783	-1241.475169	-1233.785228	15.379882	0.000457405	-3.3396990923	1	0.0020269033	4.9051	5.72443	-1273.720787	-1265.179397	17.08278	0.000195219	-3.7094779162	1	0.0009471579
ENSG00000126001	ENSG00000101916	ENSG00000101916	ENST00000397527	ENSP00000380661	11190	CEP250	centrosomal protein 250kDa [Source:HGNC Symbol;Acc:HGNC:1859]	2	5.52357	13.27961	-13236.803493	-13220.36814	32.870706	0.000000073	-7.1366771399	0.000810008	5.69625879043601E-07	5.24049	13.7896	-13787.279433	-13774.876791	24.805284	0.000004108	-5.3863695651	0.045582368	2.55793310886644E-05	5.55133	14.27206	-13236.583491	-13220.265708	32.635566	0.000000082	-7.0861861476	0.000909872	6.47135135135135E-07	5.2323	13.4168	-13786.857416	-13774.826836	24.06116	0.000005959	-5.2248266146	0.066121064	3.72848117249154E-05
ENSG00000127324	ENSG00000261371	ENSG00000261371	ENST00000393330	ENSP00000377003	7103	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	12	3.70255	6.76206	-2035.991762	-2000.901054	70.181416	0	-Inf	0	0	3.35171	6.47764	-2066.979872	-2033.648338	66.663068	0	-Inf	0	0	3.69982	6.67375	-2035.93742	-2000.899401	70.076038	0	-Inf	0	0	3.35315	6.53843	-2066.603216	-2033.647451	65.91153	0	-Inf	0	0
ENSG00000129214	ENSG00000159763	ENSG00000159763	ENST00000380450	ENSP00000369816	6462	SHBG	sex hormone-binding globulin [Source:HGNC Symbol;Acc:HGNC:10839]	1	5.46433	11.39673	-2432.637903	-2426.346307	12.583192	0.001851802	-2.7324054512	1	0.0070780555	5.27872	37.72171	-2493.670859	-2488.065098	11.211522	0.003676622	-2.4345510184	1	0.0135624328	5.46738	11.60088	-2432.62328	-2426.345109	12.556342	0.00187683	-2.7265750632	1	0.0073406083	5.25658	36.91148	-2493.514758	-2488.037606	10.954304	0.004181221	-2.378696877	1	0.0157204017
ENSG00000129353	ENSG00000144820	ENSG00000144820	ENST00000335757	ENSP00000336888	57153	SLC44A2	solute carrier family 44 (choline transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	1	4.30823	14.54259	-3807.154649	-3797.946949	18.4154	0.000100264	-3.9988549733	1	0.0004905332	4.41739	17.03567	-3899.552383	-3892.324262	14.456242	0.000725884	-3.1391327762	1	0.0030895316	4.25637	15.82077	-3804.618032	-3797.61799	14.000084	0.000911844	-3.0400794552	1	0.0038122913	9.08045	28.95217	-3906.806854	-3900.499265	12.615178	0.001822422	-2.7393510505	1	0.0074180464
ENSG00000129465	ENSG00000182634	ENSG00000182634	ENST00000216274	ENSP00000216274	11035	RIPK3	receptor-interacting serine-threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]	1	3.66977	3.42631	-3465.31359	-3456.951815	16.72355	0.000233629	-3.6314732499	1	0.0010681283	3.67474	3.45089	-3529.616972	-3521.441789	16.350366	0.000281555	-3.5504367558	1	0.0012909646	3.6699	3.42276	-3465.282851	-3456.949912	16.665878	0.000240464	-3.6189499329	1	0.00111593	3.67475	3.44758	-3529.61669	-3521.440591	16.352198	0.000281297	-3.5508348995	1	0.0013327376
ENSG00000130303	ENSG00000117322	ENSG00000117322	ENST00000252593	ENSP00000252593	684	BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	1	4.28042	3.05423	-1213.785957	-1207.583733	12.404448	0.002024922	-2.6935917012	1	0.0077026172	4.12963	2.57123	-1246.792406	-1239.961378	13.662056	0.001079748	-2.9666775917	1	0.0044357215	4.26367	3.58933	-1213.775386	-1207.541059	12.468654	0.001960948	-2.7075339227	1	0.0076351537	4.1275	2.64194	-1246.689331	-1239.960451	13.45776	0.001195872	-2.9223153025	1	0.0050186822
ENSG00000130414	ENSG00000140497	ENSG00000140497	ENST00000252711	ENSP00000252711	4705	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa [Source:HGNC Symbol;Acc:HGNC:7684]	1	2.49843	2.89627	-2914.670541	-2903.603752	22.133578	0.000015623	-4.8062355672	0.173352808	8.75077274103988E-05	2.60214	3.11986	-2950.141989	-2939.036534	22.21091	0.00001503	-4.8230410194	0.16677288	8.55684350949205E-05	2.49817	2.91431	-2912.052958	-2903.603631	16.898654	0.000214044	-3.6694969416	1	0.0010012783	2.58843	3.0871	-2947.628766	-2939.035808	17.185916	0.000185407	-3.7318738732	1	0.0009038391
ENSG00000130545	ENSG00000198851	ENSG00000198851	ENST00000356762	ENSP00000349204	92359	CRB3	crumbs family member 3 [Source:HGNC Symbol;Acc:HGNC:20237]	1	4.1548	19.59981	-892.339357	-886.576965	11.524784	0.003143583	-2.5025750685	1	0.0114703048	4.5133	21.045	-919.880139	-915.414122	8.932034	0.011493001	-1.9395665555	1	0.0382502517	4.18515	20.88227	-892.339362	-886.529786	11.619152	0.002998701	-2.5230668355	1	0.0112486769	4.51339	20.93887	-919.786425	-915.413693	8.745464	0.012616725	-1.8990533629	1	0.0427858131
ENSG00000131016	ENSG00000168461	ENSG00000168461	ENST00000402676	ENSP00000384537	9590	AKAP12	A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:HGNC:370]	1	3.06911	4.18102	-11774.076981	-11762.23877	23.676422	0.000007223	-5.1412823851	0.080146408	4.25405562632696E-05	3.64551	3.16736	-11934.012599	-11926.585981	14.853236	0.000595197	-3.2253392665	1	0.002579807	3.06884	4.32215	-11772.973925	-11762.229866	21.488118	0.000021573	-4.6660894565	0.239374008	0.0001205914	3.64533	3.33145	-11933.433908	-11926.579794	13.708228	0.001055106	-2.9767039073	1	0.0044804654
ENSG00000131068	ENSG00000088888	ENSG00000088888	ENST00000253381	ENSP00000253381	117285	DEFB118	defensin, beta 118 [Source:HGNC Symbol;Acc:HGNC:16196]	1	4.98169	56.95605	-874.811954	-864.435755	20.752398	0.000031165	-4.5063328688	0.34580684	0.000165537	5.12864	42.38288	-900.360723	-894.298264	12.124918	0.002328668	-2.6328924248	1	0.0089811957	4.98394	57.05995	-874.811915	-864.4357	20.75243	0.000031165	-4.5063328688	0.34580684	0.0001697122	5.12451	42.32654	-899.222292	-894.298139	9.848306	0.00726888	-2.1385325007	1	0.0259592831
ENSG00000131355	ENSG00000110074	ENSG00000110074	ENST00000253673	ENSP00000253673	84658	EMR3	egf-like module containing, mucin-like, hormone receptor-like 3 [Source:HGNC Symbol;Acc:HGNC:23647]	4	4.74777	5.60294	-4355.599096	-4333.305353	44.587486	0	-Inf	0	0	4.45562	6.93516	-4439.820027	-4419.439182	40.76169	0.000000001	-9	0.000011096	9.78483245149912E-09	4.74814	5.56178	-4355.564762	-4333.305621	44.518282	0	-Inf	0	0	4.45592	7.02057	-4439.604646	-4419.444522	40.320248	0.000000002	-8.6989700043	0.000022192	2.0083257918552E-08
ENSG00000131400	ENSG00000168356	ENSG00000168356	ENST00000253719	ENSP00000253719	9476	NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	32	3.12786	11.08147	-4561.002371	-4430.976553	260.051636	0	-Inf	0	0	3.23271	10.59266	-4622.861908	-4494.503172	256.717472	0	-Inf	0	0	3.11917	10.7341	-4564.125654	-4430.773403	266.704502	0	-Inf	0	0	3.23196	10.67187	-4622.591669	-4494.288037	256.607264	0	-Inf	0	0
ENSG00000132016	ENSG00000197467	ENSG00000197467	ENST00000346736	ENSP00000254336	79173	C19orf57	chromosome 19 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:28153]	1	5.49294	7.09974	-5038.690201	-5022.691715	31.996972	0.000000113	-6.9469215565	0.001253848	8.61751202749141E-07	6.06233	6.08543	-5149.584399	-5137.798926	23.570946	0.000007614	-5.1183871275	0.084484944	0.000045276	5.49296	7.17322	-5037.545996	-5022.687018	29.717956	0.000000352	-6.4534573365	0.003905792	2.56622339027595E-06	6.06208	6.09874	-5149.451677	-5137.792327	23.3187	0.000008638	-5.0635868003	0.095847248	5.27212585258526E-05
ENSG00000132256	ENSG00000167098	ENSG00000167098	ENST00000380034	ENSP00000369373	85363	TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	12	2.6482	4.80111	-4031.44692	-3990.100112	82.693616	0	-Inf	0	0	2.58604	4.77442	-4077.773951	-4035.952658	83.642586	0	-Inf	0	0	2.64838	4.79322	-4029.982721	-3990.080042	79.805358	0	-Inf	0	0	2.58587	4.77167	-4077.755671	-4035.948	83.615342	0	-Inf	0	0
ENSG00000133321	ENSG00000175294	ENSG00000175294	ENST00000255688	ENSP00000255688	5920	RARRES3	retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:HGNC:9869]	13	3.99713	6.20916	-1546.1931	-1509.690182	73.005836	0	-Inf	0	0	3.83934	5.52006	-1563.458967	-1528.677838	69.562258	0	-Inf	0	0	3.99712	6.20788	-1538.22367	-1509.689688	57.067964	0	-Inf	0	0	3.83934	5.5193	-1555.260413	-1528.677658	53.16551	0	-Inf	0	0
ENSG00000133328	ENSG00000184012	ENSG00000184012	ENST00000255695	ENSP00000255695	54979	HRASLS2	HRAS-like suppressor 2 [Source:HGNC Symbol;Acc:HGNC:17824]	4	3.02808	11.73287	-1339.042114	-1324.464689	29.15485	0.000000467	-6.3306831194	0.005181832	3.26106482064191E-06	2.71892	8.13482	-1375.934564	-1360.825364	30.2184	0.000000274	-6.5622494372	0.003040304	2.00547757255937E-06	3.00444	11.10921	-1338.517613	-1324.416653	28.20192	0.000000752	-6.1237821594	0.008344192	5.26779797979798E-06	2.72892	8.60037	-1375.861121	-1360.798983	30.124276	0.000000287	-6.5421181033	0.003184552	2.15609478672986E-06
ENSG00000134531	ENSG00000171195	ENSG00000171195	ENST00000256951	ENSP00000256951	2012	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	10	2.68653	13.25487	-1293.194689	-1253.330679	79.72802	0	-Inf	0	0	2.34135	13.92676	-1323.420153	-1283.491496	79.857314	0	-Inf	0	0	2.71925	13.97287	-1293.178522	-1253.270291	79.816462	0	-Inf	0	0	2.43957	10.9303	-1324.652643	-1285.121194	79.062898	0	-Inf	0	0
ENSG00000134757	ENSG00000000971	ENSG00000000971	ENST00000257189	ENSP00000257189	1830	DSG3	desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]	1	4.21129	5.63317	-6121.881583	-6113.492007	16.779152	0.000227224	-3.6435457992	1	0.001040131	4.22884	6.01435	-6200.87377	-6192.602771	16.541998	0.00025583	-3.5920485292	1	0.001177391	4.21105	5.8295	-6121.725025	-6113.522593	16.404864	0.000273986	-3.562271628	1	0.0012604265	4.22904	6.22266	-6200.799491	-6192.640853	16.317276	0.000286252	-3.5432514703	1	0.0013544785
